Key,Id,Japanese(ja)
UI_INSPECT_HEAD_ABILITY_BIND,114490544754716672,[InputAction:Gameplay/HeadAbility]
UI_FLAIR_SLOT_FMT,114059281903378432,フレア{slot}
UI_INTERACTION_ARTIFACT_CHEST_TEXT,114805155298271232,拾う
UI_TRADER_CURRENCY_COUNT_AND_QUANTITY,119577683216556032,{count}（{HaveQuantity}）
SHRINE_REWARD_ANNOUNCEMENT_ITEM_FOR_PLANET,121420383809167360,惑星の持続時間中：<color={RewardColor}>{ItemDescription}</color>
UI_UPGRADEGRID_REFUND_FMT,121792385816453120,[InputAction:UI/Submit]ポイント返還（{points}）
SHRINE_REWARD_LIST,124328309829918720,{rewards:list:|<br>}
SHRINE_REWARD_ANNOUNCEMENT_ITEM_SECONDS,124636897391665152,{Seconds}秒間、<color={RewardColor}>{ItemDescription}</color>
SHRINE_REWARD_ANNOUNCEMENT_CURRENCY,124707854831575040,<color={RewardColor}>{Amount}{CurrencyName}{Amount:|s}</color>を獲得
SHRINE_REWARD_ANNOUNCEMENT_HUNTER_TIMER_SECONDS,124705097009586176,ハンター到着（早着）：<color={RewardColor}>{Seconds}秒</color>
SHRINE_REWARD_ANNOUNCEMENT_ITEM_REMOVED,124941545432408064,<color={RewardColor}>インベントリからランダムアイテムを削除</color>
SHRINE_REWARD_ANNOUNCEMENT_ITEM_PERMANENT,124968189224280064,<color={RewardColor}>{ItemDescription}</color>
UI_CURRENCY_COST,124979449743532032,<color=#{costColor}>{cost}</color>{currency}（{have}）
UI_REQUIREMENT_LIFETIME_SHRINES_COMPLETED_TOTAL,126780333691494400,祠イベントを{Count}回クリアした
UI_REQUIREMENT_LIFETIME_SHRINES_COMPLETED_UNIQUE,126780373466079232,{Type}の祠イベントを{Count}回クリアした
CURRENCY_CHANGE_POSITIVE_FMT,127527940227325952,+{Count}
CURRENCY_CHANGE_NEGATIVE_FMT,127527981511860224,-{Count}
ARTIFACT_TOOLTIP_TITLE,116738349727735808,ミステリーミート
CURRENCY_TRADER_HEADER_QUANTITY,119475354060447744,数量
CURRENCY_TRADER_HEADER_TOTAL_COST,119475407915311104,総コスト
CURRENCY_TRADER_HEADER_TOTAL_EARNINGS,119582439590846464,総収入
CURRENCY_TRADER_QUANTITY_MAX,119524614583869440,最大
CURRENCY_TRADER_QUANTITY_MIN,119524518509142016,最小
CURRENCY_TRADER_TAB_BUY,118945952767664128,購入
CURRENCY_TRADER_TAB_SELL,118945985441292288,売却
EVENT_HEADER_DESTINATION,99368552669110272,目的地
EVENT_HEADER_LOBBY_SYSTEM_TITLE_FMT,99368598223446016,星系 {Num}：{SystemName}
EVENT_OBJECTIVE_LOBBY_PLANETS_COMPLETED_FMT,99368869179678720,クリア済みの惑星：{Completed}/{ToComplete}
HARVESTER_BOLT_BURGER_ANNOUNCEMENT,121386134288719872,ボルトバーガーが到着！
HARVESTER_CORE_EXPOSED_ANNOUNCEMENT,121364263652548608,ハーベスターコア破損！
LOADOUT_SELECTION_LOCKED_MESSAGE,99312892363399168,**ラン中に武器を変更することはできません**
LOCKED_DIFFICULTY_DESCRIPTION,99261101428957184,ラン中に難易度を変更することはできません。
MESSAGE_BOX_TITLE_QUEST_RESOURCE,120315727867535360,クエストリソース
MESSAGE_BOX_INCOMPLETE_LOADOUT_TITLE,106487339029618688,空の装備セットスロット
MESSAGE_BOX_MESSAGE_QUEST_RESOURCE,120315782422847488,これは現在アクティブなクエストに必要です。<br>本当に売りますか？
MESSAGE_BOX_MISSING_FLAIR_MESSAGE,106487341151936512,フレアスロットが空です。続行してもよろしいですか?
MESSAGE_BOX_MISSING_MULTIPLE_MESSAGE,106487707394367488,フレアとアルティメットの空スロットがありますが、続行してもよろしいですか？
MINION_TYPE_LARGE,114031893689655296,大型ミニオン
MINION_TYPE_MEDIUM,114031848902877184,中型ミニオン
MINION_TYPE_SMALL,114031782632873984,小型ミニオン
PLAYER_DISCONNECTED_BANNER,111602280011128832,切断
PLAYER_JOINED_GAME_BANNER,111593060477952000,ゲームに参加しました！
RUN_IN_PROGRESS_BANNER,99252636694339584,進行中のラン
TRADER_TERMINAL_ACTION_UNAVAILABLE_NO_SPACE,122837464526086144,通貨上限に達しました
UI_BOLTBUGER_READY,107296736416882688,準備完了
UI_BOLTBUGER_UNREADY,107296734231650304,準備中
UI_BOLTBURGER_DESC,107295177230508032,装備セットを変更してランを開始
UI_BOLTBURGER_REVERT_CHANGES,107296001297997824,変更を元に戻す
UI_BOLTBURGER_SELECT_PRIMARY,114874435154993152,メインの選択
UI_BOLTBURGER_SELECT_SECONDARY,114874437474443264,サブの選択
UI_BOSS_HEALTHBAR_DEFEATED,106887389748649984,撃破
UI_BOSS_HEALTHBAR_FRANKENBEANS_ENRAGED,106898677560238080,激怒
UI_BOSS_HEALTHBAR_FRANKENBEANS_STUNNED,106898673873444864,スタン
UI_BOSS_HEALTHBAR_FRANKENBEANS_VULNERABLE,106898679623835648,脆弱
UI_BOSS_HEALTHBAR_MUTANT_PINHIM,106898681771319296,とどめを刺せ！
UI_CINEMATIC_SKIP_FMT,107277861499428864,{Button}を長押しでスキップ
UI_CODEX_ABILITY,97612639328202752,能力
UI_CODEX_ARTIFACTS_TITLE,117343438825840640,アーティファクト
UI_CODEX_CHAINSAWING_TITLE,97078979487264768,チェーンソー作業
UI_CODEX_CLOSE_BTN,98649606463614976,閉じる
UI_CODEX_CURRENCY_TITLE,97079007689764864,通貨
UI_CODEX_EFFECTS,97578193359138816,効果
UI_CODEX_FAQ_TITLE,97079108843794432,よくある質問（チュートリアル）
UI_CODEX_FISHING_TITLE,97078902005886976,釣り
UI_CODEX_HEADS_TITLE,97078659881299968,ヘッド
UI_CODEX_ITEMS_TITLE,97078839842107392,アイテム
UI_CODEX_LEGS_TITLE,97078776701054976,レッグ
UI_CODEX_MINING_TITLE,97078943839875072,採掘
UI_CODEX_MISCELLANEOUS_TITLE,97079047565012992,その他
UI_CODEX_TORSOS_TITLE,97078734208561152,トルソ
UI_FLAIR_EQUIP,114460600094941184,フレアを装備
UI_FLAIRTERMINAL_MAXRANK,124021102433263616,最高ランク
UI_FLAIRTERMINAL_NEXT_RANK,125050191940149248,次のランク
UI_FLAIRTERMINAL_TITLE,124008353355522048,フレア：
UI_FLAIRTERMINAL_UNLOCK,124021058997051392,ランダム購入
UI_FLAIRTERMINAL_UPGRADE,126464563497394176,アップグレード
UI_HEALTHBAR_CURRENT_FMT,118824193619910656,{current:cond:>0?{}|{deadString}}
UI_HEALTHBAR_DEAD,118818718572601344,死亡
UI_HEALTHBAR_DEFEATED,118818721361813504,撃破
UI_HEALTHBAR_DESTROYED,118818725145075712,破壊
UI_HEALTHBAR_SLOWED,118818723131809792,速度低下
UI_INSPECT_ABILITY_COOLDOWN,116778133167730688,クールダウン：{CooldownVal}秒
UI_INSPECT_ABILITYDMG_STAT,114482030208544768,能力ダメージ
UI_INSPECT_ANCIENT_TECH_CATEGORY,114512142534635520,古代技術
UI_INSPECT_ANCIENT_TECH_REQUIREMENTS,114514052285132800,チェーンソー免許が必要
UI_INSPECT_DURABILITY_VAL,116767905265152000,{DurabilityPct}%
UI_INSPECT_FISH_CATEGORY,114512145520979968,魚
UI_INSPECT_FISH_REQUIREMENTS,114514054252261376,フィッシング免許が必要
UI_INSPECT_FLAIR_SUBTITLE,114482711002804224,フレア
UI_INSPECT_HEALTH_STAT,119964566292459520,HP
UI_INSPECT_INSPECT_TAB,114475370446516224,調べる
UI_INSPECT_ITEMS_SUBTITLE,114516146895384576,アイテム
UI_INSPECT_ITEMS_TAB,114475474943406080,アイテム
UI_INSPECT_LUCK_STAT,114481908443705344,運
UI_INSPECT_MEAT_TAB,114475404315521024,肉
UI_INSPECT_MEATDURABILITY_STAT,114482023036284928,ミート耐久度
UI_INSPECT_MELEE_WEAPON,114492699859415040,近接
UI_INSPECT_MELEEDMG_STAT,114482025334763520,近接ダメージ
UI_INSPECT_MINERALS_CATEGORY,114512139007225856,鉱物
UI_INSPECT_MINERALS_REQUIREMENTS,114514049730801664,採掘免許が必要
UI_INSPECT_MOVESPEED_STAT,114482017218785280,移動速度
UI_INSPECT_NO_FLAIR_MSG,119689766609285120,明らかにフレアが感じられない
UI_INSPECT_NO_FLAIR_TITLE,119689764675710976,空
UI_INSPECT_NO_MUTATION_SELECTED,114488744207118336,ミューテーションが選択されていません
UI_INSPECT_PASSIVE_DETAIL,116378994684653568,パッシブ：{PassiveDetails}
UI_INSPECT_PRIMARY_WEAPON,114492653919203328,メイン
UI_INSPECT_RESOURCES_TAB,114475499987595264,リソース
UI_INSPECT_SECONDARY_WEAPON,114492696814350336,サブ
UI_INSPECT_SINGLE_BONUS_FMT,116695504263245824,{Bonus:0.00}
UI_INSPECT_STATS_SUBTITLE,114477124743524352,ステータス
UI_INSPECT_TOOL_CHAINSAW,114511098043887616,チェーンソー
UI_INSPECT_TOOL_FISHINGROD,114511098949857280,釣り竿
UI_INSPECT_TOOL_PICKAXE,114511065781301248,ツルハシ
UI_INSPECT_TOOLS_TAB,114510960764317696,道具
UI_INSPECT_TWO_BONUS_FMT,116695511330648064,{Bonus1:0.00}% / {Bonus2:0.00}
UI_INSPECT_WEAPON_BONUS_HELP,120347674015625216,武器ランクとレベルアップグレードによるボーナス
UI_INSPECT_WEAPON_CRIT_BASE,116695515885662208,{CritChance:0.00}% / x{Damage:0.00}ダメージ
UI_INSPECT_WEAPON_DAMAGE_BASE,116695500194770944,{Min} - {Max}
UI_INSPECT_WEAPON_RANGE_BASE,116695512668631040,{Range}m
UI_INSPECT_WEAPON_RATE_BASE,116695514245689344,{ShotsPerSecond:0.00}発/秒
UI_INSPECT_WEAPON_STAGGER_CHANCE,116705071831379968,{StaggerChancePct}%の確率で命中時によろめき発生
UI_INSPECT_WEAPONS_TAB,114475433012948992,武器
UI_INTERACTION_ARTIFACT_CHEST_NAME,114805101426630656,ミステリーミート
UI_LABEL_COMING_SOON,107282489863561216,近日登場！
UI_LEVELUP_TEXT,107284333193060352,レベルアップ！
UI_LOADOUT_INVITE,107300099988643840,ゲームに招待
UI_LOADOUT_PLANET_DROP_ZONE,107215449786146816,ドロップゾーン
UI_LOADOUT_SELECT_FLAIR,113831482676469760,フレアを選択
UI_LOADOUT_SELECT_WEAPON,113831348626513920,武器を選択
UI_LOADOUT_SOLAR_SYTEM_NO_SELECTION,107214113107599360,恒星系が選択されていません
UI_LOADOUT_SOLAR_SYTEM_TITLE,107214111144665088,恒星系：
UI_MEATLOCKER_BOBBLES,118868896717463552,アンテナボブル
UI_MEATLOCKER_HEADS,118868894116995072,ヘッド
UI_MEATLOCKER_MELEE,118868898902695936,近接
UI_MESSAGE_BOX_ABANDON_RUN_MESSAGE,99213506199412736,現在はランの途中です。アクティブな星系を切り替えると、現在のランは放棄されます。それでもよろしいですか？
UI_MULTIPLAYER_OBSERVER_FMT,118840737917820928,観戦者：{name}
UI_MULTIPLAYER_PLAYER_FMT,118839206027976704,プレイヤー：{name}（{status}）
UI_MULTIPLAYER_PLAYER_LABEL_CONNECTED,118863542965231616,接続中
UI_MULTIPLAYER_PLAYER_LABEL_DISCONNECTED,118839841028825088,切断
UI_MULTIPLAYER_PLAYER_LABEL_RESERVED,118839838944256000,リザーブ
UI_OPTS_VIDEO_AA,125319516908351488,MSAA
UI_OPTS_VIDEO_AA_MESSAGE,125319518418300928,線と輪郭を滑らかにします。値を大きくするほど線が滑らかになりますが、パフォーマンスは低下します。<br><br>有効な値：オフ、（0）、2x、4x、8x。
UI_OPTS_VIDEO_AA_TITLE,125319517587828736,マルチサンプルアンチエイリアシングレベル（MSAA）
UI_OPTS_VIDEO_AF,125319437740863488,AF
UI_OPTS_VIDEO_AF_MESSAGE,125319441167609856,異方性フィルタリングを有効/無効にします。これを有効にすると、大きくて傾斜のゆるい床などの表面のテクスチャの表示品質が向上します。
UI_OPTS_VIDEO_AF_TITLE,125319439431168000,異方性フィルタリング（AF）
UI_OPTS_VIDEO_LOD_BIAS,125319601973030912,LODバイアス
UI_OPTS_VIDEO_LOD_BIAS_MESSAGE,125319668360474624,どのくらいの距離でディテールの低いモデルに切り替えるかを決定します。「近」を選択すると、より近い距離でディテールの低いモデルに切り替わります。「遠」にすると、遠くまでディテールの高いモデルで描写されるようになります。<br><br>有効な値：近、中、遠
UI_OPTS_VIDEO_LOD_BIAS_TITLE,125319602748977152,LODバイアスレベル
UI_OPTS_VIDEO_MAX_FRAMERATE,125319872685993984,ターゲットフレームレート
UI_OPTS_VIDEO_MAX_FRAMERATE_MESSAGE,125319874451795968,レンダリングの目標フレームレート。Vsyncが無効の場合、この最大フレームレートに制限されます。
UI_OPTS_VIDEO_MAX_FRAMERATE_TITLE,125319873696821248,ターゲットフレームレート
UI_OPTS_VIDEO_MIP_LEVEL,125319559472148480,テクスチャのディテール
UI_OPTS_VIDEO_MIP_LEVEL_MESSAGE,125319561854513152,オブジェクトに近づいたときに表示されるテクスチャの最大解像度に影響します。<br><br>有効な値：低、中、高
UI_OPTS_VIDEO_MIP_LEVEL_TITLE,125319560499752960,テクスチャのディテール
UI_OPTS_VIDEO_PARTICLES,126920735510687744,パーティクルFX
UI_OPTS_VIDEO_PARTICLES_MESSAGE,126920738727718912,パーティクルのエフェクトをシミュレートするために割くパフォーマンスを設定します。有効な値：超低、低、中、高、超高、ウルトラ
UI_OPTS_VIDEO_PARTICLES_TITLE,126920737293266944,パーティクルFXの品質
UI_OPTS_VIDEO_REFLECTION_PROBES,126920473559625728,リフレクションプローブ
UI_OPTS_VIDEO_REFLECTION_PROBES_MESSAGE,126920477464522752,光沢のあるオブジェクトの大半の反射を有効/無効にします。
UI_OPTS_VIDEO_REFLECTION_PROBES_TITLE,126920475723886592,リフレクションプローブ
UI_OPTS_VIDEO_RENDER_SCALE,125319683069898752,レンダースケール
UI_OPTS_VIDEO_RENDER_SCALE_MESSAGE,125319687503278080,ゲームをレンダリングするときの解像度。FSRなどの高度なアップスケーリング技術を使用して半分の解像度でレンダリングすると、性能の低いハードウェアでもパフォーマンスが向上します。
UI_OPTS_VIDEO_RENDER_SCALE_TITLE,125319685288685568,レンダー/解像度のスケーリング
UI_OPTS_VIDEO_SHADOW_DIST,125319774736412672,影の距離
UI_OPTS_VIDEO_SHADOW_DIST_MESSAGE,125319779064934400,影をレンダリングする最大距離（メートル単位）。
UI_OPTS_VIDEO_SHADOW_DIST_TITLE,125319776976171008,影の距離
UI_OPTS_VIDEO_UPSCALE,125319726942318592,アップスケーリングモード
UI_OPTS_VIDEO_UPSCALE_MESSAGE,125319730742358016,フルサイズ未満のレンダースケールで実行する場合に使用されるアップスケーリングアルゴリズム。<br><br>有効な値：自動、リニア、ポイント、FSR
UI_OPTS_VIDEO_UPSCALE_TITLE,125319728750063616,アップスケーリングモード
UI_OPTS_VIDEO_VSYNC,125319825374244864,垂直同期
UI_OPTS_VIDEO_VSYNC_MESSAGE,125319828494807040,垂直同期を有効にして、ゲームのフレームレートをモニターに合わせて固定します。
UI_OPTS_VIDEO_VSYNC_TITLE,125319826980663296,垂直同期
UI_PLAYERHEALTH_DEAD_TAG,99604842866995200,死亡
UI_PLAYERHEALTH_EVAC_TAG,99604906628804608,撤退
UI_PLAYERHEALTH_READY_TAG,99604904921722880,準備完了
UI_REQUIREMENT_SOLARSYSTEM_ANY_FMT,98651080823398400,{difficulty}{ascension:cond:>0? A{}|}でいずれかの星系をクリアする
UI_RESPAWN_DISABLED_ENRAGE,107174836495704064,[ハンターの激怒中はリスポーン不可]
UI_REWARD_CURRENCY,119210456084635648,"+ <sprite name=""{icon}"">{name}{count}個"
UI_REWARD_PROGRESS_FLAG,119210458588635136,+{name}
UI_REWARD_WEAPON,119210461054885888,+ 武器をアンロック：{name}
UI_REWARDS_TITLE,119244486947627008,報酬：
UI_SCIENCE_TERMINAL_FLAIR,106878078557347840,フレア
UI_SCIENCE_TERMINAL_MUTATIONS,106880718389370880,ミューテーション
UI_SCIENCE_TERMINAL_OUT_OF_ORDER,106876639986573312,故障
UI_SCIENCE_TERMINAL_ULTIMATES,106877299511517184,アルティメット
UI_SHRINE,120241898113720320,祠
UI_TRADER_HEADER_INVENTORY,107210341685911552,インベントリ
UI_TRADER_HEADER_STOCK,107210343497850880,株式
UI_UPGRADE_GRID_PRICE,107303458900533248,価格：
UI_UPGRADEGRID_ACTIVATE,121792391482957824,[InputAction:UI/Submit]起動
UI_XPBAR_MAX_LEVEL,107284882940485632,最大レベル
UI_XPBAR_TEAM_LEVEL,107284703369748480,チームレベル
ANNOUNCE_VOLCANO_APPEASED,131660659371732992,{PlayerName}の犠牲が火山を鎮めた...今のところは
UI_INPUT_BINDING,139486680678592512,{ActionTxt}
UI_REQUIREMENT_GATHER_FISH,136973330114666496,釣り竿を使って魚を{Count}匹集める
UI_INPUT_ACTIONBINDING,139496731506044928,{ActionTxt} {BindingTxt}
UI_MODE_SELECT_CONTINUE_RUN_LBL,140158990804774912,ランを続行
UI_REQUIREMENT_GATHER_TECH,136973328260784128,チェーンソーを使って古代技術を{Count}個集める
UI_REQUIREMENT_SELL_TO_MIKE,136944070914203648,トレーダー・マイクに{Category}を{Count}個売る
UI_REQUIREMENT_GATHER_MINERALS,136944068905132032,ツルハシで鉱物を{Count:p:{}個|{}個}集める
UI_REQUIREMENT_COMPLETE_EVENT,136597483742552064,{Event}を{Count}回クリアする。
UI_REQUIREMENT_KILL_ENEMIES_SHINY,136597477987966976,輝く敵を{Count}体キルする
UI_REQUIREMENT_KILL_ENEMIES,136597475844677632,敵を{Count}体キルする
UI_REQUIREMENT_EQUIP_FLAIR,140282578621947904,フレアを{Count}{Count:p:piece|pieces}装備する
UI_REQUIREMENT_COLLECT_CURRENCY,140348598019678208,サンプルを{Count}個集める
UI_REQUIREMENT_EQUIP_ARTIFACT,140351594451427328,ミステリーミートからアーティファクトを{Count}個入手する
END_STAGE_STAT_PERCENT_FMT,142124716963913728,{Value}%
END_STAGE_STAT_INTEGER_FMT,142124898896044032,{Value:N0}
UI_REWARD_ARTIFACT,142336906761330688,+ アーティファクトをアンロック：{name}
UI_REWARD_FLAIR,142336905540788224,+ {name}フレア×{count}
UI_REWARD_ITEM,142336904211193856,+ アイテムをアンロック：{name}
UI_REWARD_MUTATION,142336902256648192,+ ミューテーションをアンロック：{name}
UI_ATTRIBUTE_FORMAT_ADD,145644464880214016,{value:+#.##;-#.##;+0} {name}
UI_ATTRIBUTE_FORMAT_MODIFY,145644467124166656,{value:+#.##;-#.##;+0}% {name}
UI_ATTRIBUTE_FORMAT_MULTIPLY,145644469351342080,{value:0.##}x {name}
END_STAGE_BANKED_TIME,141631395652952064,蓄積タイム
END_STAGE_COLLECTED,139159828419305472,収集済み
END_STAGE_CONTINUE,140249455477645312,続ける
END_STAGE_CURRENCY_FMT,140231091493527552,<color=#{ColorStr}>{Have}/{Total}</color>
END_STAGE_EMPLOYEE_PAYCHECK,139153944297332736,従業員給与
END_STAGE_FAILURE,140219057079050240,失敗！
END_STAGE_HEADER_DETAILS,142119018918043648,詳細
END_STAGE_HEADER_OVERVIEW,141982115854016512,概要
END_STAGE_PLANET_CONSUMPTION,139154114636406784,惑星消費
END_STAGE_RANGUS_EFFORT_HEADER,139484643088916480,獲得したランガスポイント合計
END_STAGE_RANGUS_MEAT_CORP,139165149061701632,ランガス・ミート社
END_STAGE_ROX_1,139165587479715840,ROX-1
END_STAGE_RUN_FAILED,142733138839199744,ラン失敗！
END_STAGE_RUN_FAILED_HARVESTER,142745765409710080,ハーベスターが破壊された
END_STAGE_STAT_ACCURACY,142123586842255360,精度
END_STAGE_STAT_DAMAGE_RECV,142123785182502912,被ダメージ
END_STAGE_STAT_DEATHS,142123911540105216,死亡回数
END_STAGE_STAT_HEALING_RECV,142123835145052160,受けた回復
END_STAGE_STAT_RESOURCES,142123729591197696,集めたリソース
END_STAGE_STAT_WEAKPOINT,142123643654103040,弱点命中回数
END_STAGE_SUCCESS,140216425350422528,成功！
END_STAGE_TAB_DATA,141691025213087744,データ
END_STAGE_TAB_STATS,141691065801367552,ステータス
END_STAGE_TIME_FMT,141631639568506880,<color=#80FF00>{SecondsRemaining:secondstotime()}</color>
END_STAGE_WAITING,142327585608556544,ホストを待っています...
IA_AddQuantity,139445879147786264,数量を増やす
IA_Adjust,139445879147786267,調整
IA_ArtifactAbility,139445879143591945,アーティファクトを使う
IA_BugShot,139445879147786245,バグショット
IA_CameraMovement,139445879143591937,カメラ移動
IA_CameraRotation,139445879147786265,カメラ回転
IA_Cancel,139445879147786248,キャンセル
IA_CharacterMovement,139445879047122944,キャラクター移動
IA_Click,139445879147786250,クリック
IA_ElevationMovement,139445879147786270,高度移動
IA_ExitScreen,139445879147786274,画面を閉じる
IA_FollowNextPlayer,139445879147786271,次のプレイヤーをフォロー
IA_HeadAbility,139445879143591941,ヘッドの能力
IA_Interact,139445879147786257,インタラクト
IA_ItemRewardInit,139445879143591943,報酬選択を開始
IA_ItemRewardSelect1,139445879147786275,報酬1を選択
IA_ItemRewardSelect2,139445879147786276,報酬2を選択
IA_ItemRewardSelect3,139445879147786277,報酬3を選択
IA_ItemRewardSelect4,139445879147786278,報酬4を選択
IA_ItemRewardSelect5,139445879147786279,報酬5を選択
IA_ItemRewardSelect6,139445879147786280,報酬6を選択
IA_Jump,139445879143591936,ジャンプ
IA_LegsAbility,139445879143591942,レッグの能力
IA_MarkTarget,139445879143591944,ターゲットをマーク
IA_MaxQuantity,139445879147786262,最大数量
IA_MeleeFire,139445879143591939,近接
IA_MiddleClick,139445879147786252,ミドルクリック
IA_MinQuantity,139445879147786261,最小数量
IA_Modify,139445879147786268,変更
IA_Navigate,139445879147786246,移動
IA_NextSubTab,139445879147786260,次のサブタブ
IA_NextTab,139445879147786256,次のタブ
IA_Point,139445879147786249,ポイント
IA_PreviousSubTab,139445879147786259,前のサブタブ
IA_PreviousTab,139445879147786255,前のタブ
IA_PrimaryAimAssist,139445879143591946,エイムアシスト
IA_ProfilerMode,139445879147786242,プロファイラーモード
IA_ProfilerToggle,139445879147786241,プロファイラー切替
IA_PushToTalk,139445879147786244,プッシュトゥトーク
IA_RangedFire,139445879143591938,射撃
IA_Revert,139445879147786254,元に戻す
IA_RightClick,139445879147786253,右クリック
IA_ScrollWheel,139445879147786251,スクロールホイール
IA_ShowHelp,139445879147786272,ヘルプを表示
IA_SkipCinematic,139445879147786281,ムービーをスキップ
IA_StopFollow,139445879147786273,フォローをやめる
IA_SubActionThingOnController,139445879147786258,サブアクション
IA_Submit,139445879147786247,送信
IA_SubtractQuantity,139445879147786263,数量を減らす
IA_Toggle Console,139445879147786240,コンソール切替
IA_ToggleInspectionOverlay,139445879147786283,検査オーバーレイ切替
IA_ToggleMeatControls,139445879147786282,ミートコントロール切替
IA_ToggleOptionsMenu,139445879147786243,オプションメニュー切替
IA_ToggleZoom,139445879147786269,ズーム切替
IA_TorsoAbility,139445879143591940,トルソの能力
IA_WarpSpeed,139445879147786266,ワープ速度
IA_WeaponSelectPrimary,139445879143591948,武器選択（メイン）
IA_WeaponSelectSecondary,139445879143591949,武器選択（サブ）
IA_WeaponSwitch,139445879143591947,武器切替
IB_down,139484177383747585,下
IB_left,139484177383747586,左
IB_right,139484177383747587,右
IB_up,139484177383747584,上
LE_AnisotropicFiltering_Disable,139512957397561344,無効
LE_AnisotropicFiltering_Enable,139512957397561345,有効
LE_AnisotropicFiltering_ForceEnable,139512957397561346,強制有効
LE_EFrameLimit_OneTwenty,139459172264505370,120Hz
LE_EFrameLimit_Sixty,139459172264505369,60Hz
LE_EFrameLimit_Thirty,139459172264505368,30Hz
LE_ELODBias_Close,139459172264505348,近距離
LE_ELODBias_Far,139459172264505350,遠距離
LE_ELODBias_Medium,139459172264505349,中距離
LE_EMSAALevel_MSAA2,139459172264505345,MSAAx2
LE_EMSAALevel_MSAA4,139459172264505346,MSAAx4
LE_EMSAALevel_MSAA8,139459172264505347,MSAAx8
LE_EMSAALevel_Off,139459172264505344,オフ
LE_EMipDetailLevel_High,139459172264505358,高
LE_EMipDetailLevel_Low,139459172264505356,低
LE_EMipDetailLevel_Medium,139459172264505357,中
LE_EParticlesQuality_High,139459172264505362,高
LE_EParticlesQuality_Low,139459172264505360,低
LE_EParticlesQuality_Medium,139459172264505361,中
LE_EParticlesQuality_Ultra,139459172264505364,ウルトラ
LE_EParticlesQuality_VeryHigh,139459172264505363,最高
LE_EParticlesQuality_VeryLow,139459172264505359,最低
LE_ERenderScale_Half,139459172264505354,ハーフ
LE_ERenderScale_Normal,139459172264505355,標準
LE_EShadowDistance_Close,139459172264505351,近距離
LE_EShadowDistance_Far,139459172264505353,遠距離
LE_EShadowDistance_Medium,139459172264505352,中距離
LE_EVoiceChatActivationType_OpenMic,139509073585303554,マイクを開く
LE_EVoiceChatActivationType_PushToTalk,139509073585303552,プッシュトゥトーク
LE_EVoiceChatActivationType_Toggle,139509073585303553,切替
LE_EWindowStyle_FullScreen,139459172264505365,フルスクリーン
LE_EWindowStyle_FullScreenWindowed,139459172264505366,フルスクリーン（ウィンドウ）
LE_EWindowStyle_Windowed,139459172264505367,ウィンドウ
LE_UpscalingFilterSelection_Auto,139512957397561347,自動
LE_UpscalingFilterSelection_FSR,139512957397561350,FSR
LE_UpscalingFilterSelection_Linear,139512957397561348,リニア
LE_UpscalingFilterSelection_Point,139512957397561349,ポイント
QUESTS_COMPLETED_TOAST_DESCRIPTION,135081248315924480,カールに話しかけて報酬を受け取ろう
QUEST_COMPLETED_NOTIFICATION_TITLE,135081004761079808,クエストクリア！
RANGUS_FILE_CONSUMED_PROMPT,129670008638791680,ランガスファイルは発見済みです
RANGUS_FILE_MARKER_CLAIMED_TEXT_FMT,131574576540803072,ランガスファイル：{TextName}<br>（発見済み）
RANGUS_FILE_MARKER_TEXT_FMT,130476658312339456,ランガスファイル：{TextName}
RAW_TEXT_FMT,130499560646631424,{Text}
UI_CARLTERMINAL_CHALLENGES,139166315988377600,チャレンジ
UI_CARLTERMINAL_CLAIM_BTN_CLAIMED,142385861473853440,受け取り済み
UI_CARLTERMINAL_CLAIM_BTN_LOCKED,142385863298375680,ロック中
UI_CODEX_ENEMIES_TAB,135116477412704256,クリーチャー
UI_False,139510450587889664,いいえ
UI_INSPECT_MUTATION_SUBTITLE,132645578322468864,ミューテーション
UI_INTERACTION_MUTATION,133755069285785600,ミューテーション獲得：<color={RewardColor}>{TextName}</color><br><br>{Description}
UI_INTERACTION_WEAPON,131103886683398144,武器を獲得：{Text}
UI_INTERACTION_WEAPON_TITLE,131105138871885824,武器
UI_OBJECTIVES_TITLE,141649218399887360,目標：
UI_RUNINFO_ENEMY_HEALTH_FMT,127528200000000000,> 敵のHP：+{percent}%
UI_RUNINFO_TIME_FMT,127528100000000000,星系内の時間：{time}
UI_True,139510449321209856,はい
UI_MAX_STACKS_FMT,150353972479123456,最大スタック数：{count}
CELEBRATION_BANNER_MUTATION_UNLOCKED,157196339714711552,「ミューテーション」アンロック！
CELEBRATION_BANNER_ITEM_UNLOCKED,157196341396627456,「アイテム」アンロック！
CELEBRATION_BANNER_FLAIR_UNLOCKED,157196345850978304,「フレア」アンロック！
CELEBRATION_BANNER_ARTIFACT_UNLOCKED,157204905355894784,「アーティファクト」アンロック！
MAIN_MENU_DISCORD_REPORT_BUG_BUTTON,160623538572615680,バグ報告
UI_MAIN_MENU_REPORT_BUG_MESSAGE,160864087942619136,バグの報告やゲームへのご意見は、Discordでお気軽にどうぞ！
OPTS_MULTIPLAYER_HOST_MODE,160914647022559232,ロビーの公開設定
OPTS_HOST_MODE_PUBLIC,160920542238466048,公開
OPTS_HOST_MODE_FRIENDS,160920542238466049,フレンドのみ
OPTS_HOST_MODE_PRIVATE,160920542238466050,非公開
