Key,Id,Spanish(es)
UI_RUNINFO_SYSTEM_TITLE,89160599483703296,Sistema:
UI_SAVEMGMT_DIFFICULTY_TITLE,77174107421995008,Dificultad:
UI_SAVEMGMT_MSGBOX_CREATE_SAVE_TITLE,77599481565999104,¿Contratar un nuevo empleado?
UI_SAVEMGMT_MSGBOX_LOAD_SAVE_TITLE,77150385709445120,¿Cambiar de empleado?
UI_SAVEMGMT_NO_VALID_SAVES_MSG,77599802421866496,No existen archivos de guardado válidos. Se creará automáticamente un nuevo empleado para que puedas jugar.
UI_SAVEMGMT_NO_VALID_SAVES_TITLE,77599796109438976,No hay archivos de empleados válidos
UI_TUTORIALPOPUP_CONFIRM,86931484559007744, ¡Entiendo!
UI_TUTORIALPOPUP_NEXT,86931490321981440, Siguiente
UI_UPGRADEGRID_ACTIVE,78691822283513856,Activo
UI_RUNINFO_PROGRESS_FMT,91309503138488320,{current}/{total}
UI_CODEX_VIEW_FULL_FILE,98555893498441728,[InputAction:UI/Interact] Ver archivo completo
UI_SMART_GLASS_ASSENTION_FMT,99191309422551040,A{rank}
UI_SMART_GLASS_SYSTEM_HEADER_FMT,99191769298624512,Sistema {num}:
UI_CODEX_EXIT_TERMINAL,94230730657165312,Terminal de salida
UI_CODEX_FAQ_TAB,96055162325364736,Preguntas frecuentes
UI_CODEX_ITEMS_RESOURCES_TAB,96055160647643136,Objetos y recursos
UI_CODEX_MEAT_PARTS_TAB,96055158953144320,Partes de carne
UI_CODEX_RANGUS_FILES_TAB,96055117706358784,Archivos de Rangus
UI_CODEX_TITLE_BAR,94228823121260544,Códice
UI_RUNINFO_MODE_CLIENT,89516919760084992,Cliente
UI_COMMON_CANCEL_BINDING,99596914248314880,[InputAction:UI/Cancel]
UI_BOSS_HEALTHBAR_ALIVE,106887418227974144,{current} / {max}{invulnerable: --invulnerable--|}
UI_TRADER_CURRENCY_COUNT_ONLY,107212082384986112,{count}
UI_TRADER_CURRENCY_COUNT_WITH_NAME,107212080807927808,{count} {name}{count:|s}
UI_LOADOUT_PLANET_INDEX,107215447810629632,Planeta {index}
UI_LOBBY_LAUNCH_FMT,107300806561095680,Lanzamiento en {seconds}...
UI_SKIP_BUTTON_COUNT_FMT,109114325996658688,{Current}/{Required}
UI_RANGUSTERMINAL_DIFFICULTY,109737168404996096,{Difficulty}{Ascension:cond:>0? A{}|}
MINION_COUNT_FMT,114031240531664896,{CurrentCount}/{MaxCount} {MinionName}
UI_INSPECT_STATS_VALUE,114477960383098880,{currentVal:0.##}
UI_INSPECT_ULTIMATE_ABILITY_BIND,114490554758131712,[InputAction:Gameplay/ArtifactAbility]
UI_INSPECT_TORSO_ABILITY_BIND,114490551952142336,[InputAction:Gameplay/TorsoAbility]
UI_INSPECT_LEGS_ABILITY_BIND,114490549532028928,[InputAction:Gameplay/LegsAbility]
UI_INSPECT_HEAD_ABILITY_BIND,114490544754716672,[InputAction:Gameplay/HeadAbility]
UI_FLAIR_SLOT_FMT,114059281903378432,Estilo {slot}
UI_INTERACTION_ARTIFACT_CHEST_TEXT,114805155298271232,Levantar
UI_INSPECT_PASSIVE_DETAIL,116378994684653568,PASIVA: {PassiveDetails}
UI_INSPECT_WEAPON_DAMAGE_BASE,116695500194770944,{Min} - {Max}
UI_INSPECT_SINGLE_BONUS_FMT,116695504263245824,{Bonus:0.00}
UI_INSPECT_TWO_BONUS_FMT,116695511330648064,{Bonus1:0.00} % / {Bonus2:0.00}
UI_INSPECT_WEAPON_RANGE_BASE,116695512668631040,{Range} m
UI_INSPECT_WEAPON_RATE_BASE,116695514245689344,{ShotsPerSecond:0.00} rondas/s
UI_INSPECT_WEAPON_CRIT_BASE,116695515885662208,{CritChance:0.00} % / DAÑO x{Damage:0.00}
UI_INSPECT_WEAPON_STAGGER_CHANCE,116705071831379968,{StaggerChancePct} % de probabilidad de tambalear al golpear
ARTIFACT_TOOLTIP_TITLE,116738349727735808,Carne misteriosa
UI_INSPECT_DURABILITY_VAL,116767905265152000,{DurabilityPct} %
UI_INSPECT_ABILITY_COOLDOWN,116778133167730688,ENFRIAMIENTO: {CooldownVal} s
UI_HEALTHBAR_CURRENT_FMT,118824193619910656,{current:cond:>0?{}|{deadString}}
UI_MULTIPLAYER_PLAYER_FMT,118839206027976704,Jugador: {name} ({status})
UI_MULTIPLAYER_OBSERVER_FMT,118840737917820928,Observador: {name}
UI_REWARD_WEAPON,119210461054885888,+ Desbloquea arma: {name}
UI_REWARD_PROGRESS_FLAG,119210458588635136,+ {name}
UI_REWARD_CURRENCY,119210456084635648,"+ <sprite name=""{icon}""> {count} {name}"
UI_TRADER_CURRENCY_COUNT_AND_QUANTITY,119577683216556032,{count} ({HaveQuantity})
SHRINE_REWARD_ANNOUNCEMENT_ITEM_FOR_PLANET,121420383809167360,<color={RewardColor}>{ItemDescription}</color> para la duración del planeta
UI_UPGRADEGRID_REFUND_FMT,121792385816453120,[InputAction:UI/Submit] Puntos de reembolso ({points})
SHRINE_REWARD_LIST,124328309829918720,{rewards:list:|<br>}
SHRINE_REWARD_ANNOUNCEMENT_ITEM_SECONDS,124636897391665152,<color={RewardColor}>{ItemDescription}</color> por {Seconds} s
SHRINE_REWARD_ANNOUNCEMENT_CURRENCY,124707854831575040,Ganaste <color={RewardColor}>{Amount} {CurrencyName}{Amount:|s}</color>
SHRINE_REWARD_ANNOUNCEMENT_HUNTER_TIMER_SECONDS,124705097009586176,Llegada del cazador avanzada en <color={RewardColor}>{Seconds} s</color>
SHRINE_REWARD_ANNOUNCEMENT_ITEM_REMOVED,124941545432408064,<color={RewardColor}>Se eliminó un objeto aleatorio del inventario</color>
SHRINE_REWARD_ANNOUNCEMENT_ITEM_PERMANENT,124968189224280064,<color={RewardColor}>{ItemDescription}</color>
UI_CURRENCY_COST,124979449743532032,<color=#{costColor}>{cost}</color> {currency} ({have})
UI_REQUIREMENT_LIFETIME_SHRINES_COMPLETED_TOTAL,126780333691494400,{Count} eventos de santuario completados
UI_REQUIREMENT_LIFETIME_SHRINES_COMPLETED_UNIQUE,126780373466079232,{Count} eventos de santuario {Type} completados
CURRENCY_CHANGE_POSITIVE_FMT,127527940227325952,+{Count}
CURRENCY_CHANGE_NEGATIVE_FMT,127527981511860224,-{Count}
CURRENCY_TRADER_HEADER_QUANTITY,119475354060447744,Cantidad
CURRENCY_TRADER_HEADER_TOTAL_COST,119475407915311104,Costo total
CURRENCY_TRADER_HEADER_TOTAL_EARNINGS,119582439590846464,Ganancias totales
CURRENCY_TRADER_QUANTITY_MAX,119524614583869440,Máximo
CURRENCY_TRADER_QUANTITY_MIN,119524518509142016,Mínimo
CURRENCY_TRADER_TAB_BUY,118945952767664128,Comprar
CURRENCY_TRADER_TAB_SELL,118945985441292288,Vender
EVENT_HEADER_DESTINATION,99368552669110272,Destino
EVENT_HEADER_LOBBY_SYSTEM_TITLE_FMT,99368598223446016,Sistema {Num}: {SystemName}
EVENT_OBJECTIVE_LOBBY_PLANETS_COMPLETED_FMT,99368869179678720,{Completed}/{ToComplete} Planetas completados
HARVESTER_BOLT_BURGER_ANNOUNCEMENT,121386134288719872,¡Llegan los Hamburtruenos!
HARVESTER_CORE_EXPOSED_ANNOUNCEMENT,121364263652548608,¡Se corrompió el núcleo de la cosechadora!
LOADOUT_SELECTION_LOCKED_MESSAGE,99312892363399168,** Las armas no se pueden cambiar a mitad de partida **
LOCKED_DIFFICULTY_DESCRIPTION,99261101428957184,La dificultad no se puede cambiar a mitad de partida.
MESSAGE_BOX_TITLE_QUEST_RESOURCE,120315727867535360,Recurso de misión
MESSAGE_BOX_INCOMPLETE_LOADOUT_TITLE,106487339029618688,Ranuras de equipamiento vacío
MESSAGE_BOX_MESSAGE_QUEST_RESOURCE,120315782422847488,Esto es necesario para una misión activa.<br>¿Confirmas que deseas vender esto?
MESSAGE_BOX_MISSING_FLAIR_MESSAGE,106487341151936512,"Tienes ranuras de estilo vacías, ¿confirmas que deseas continuar?"
MESSAGE_BOX_MISSING_MULTIPLE_MESSAGE,106487707394367488,"Tienes ranuras vacías de estilo y de habilidades definitivas, ¿confirmas que deseas continuar?"
MINION_TYPE_LARGE,114031893689655296,Esbirro grande
MINION_TYPE_MEDIUM,114031848902877184,Esbirro mediano
MINION_TYPE_SMALL,114031782632873984,Esbirro pequeño
PLAYER_DISCONNECTED_BANNER,111602280011128832,Desconectado
PLAYER_JOINED_GAME_BANNER,111593060477952000,¡Te uniste al juego!
RUN_IN_PROGRESS_BANNER,99252636694339584,Partida en progreso
TRADER_TERMINAL_ACTION_UNAVAILABLE_NO_SPACE,122837464526086144,Se alcanzó el límite de monedas
UI_BOLTBUGER_READY,107296736416882688,Listo
UI_BOLTBUGER_UNREADY,107296734231650304,En preparación
UI_BOLTBURGER_DESC,107295177230508032,Cambia el equipamiento e inicia la partida
UI_BOLTBURGER_REVERT_CHANGES,107296001297997824,Revertir cambios
UI_BOLTBURGER_SELECT_PRIMARY,114874435154993152,Seleccionar primaria
UI_BOLTBURGER_SELECT_SECONDARY,114874437474443264,Seleccionar secundaria
UI_BOSS_HEALTHBAR_DEFEATED,106887389748649984,Derrotado
UI_BOSS_HEALTHBAR_FRANKENBEANS_ENRAGED,106898677560238080,Enfurecido
UI_BOSS_HEALTHBAR_FRANKENBEANS_STUNNED,106898673873444864,Aturdido
UI_BOSS_HEALTHBAR_FRANKENBEANS_VULNERABLE,106898679623835648,Vulnerable
UI_BOSS_HEALTHBAR_MUTANT_PINHIM,106898681771319296,¡Sujétalo!
UI_CINEMATIC_SKIP_FMT,107277861499428864,Mantén presionado {Button} para saltar
UI_CODEX_ABILITY,97612639328202752,Habilidad
UI_CODEX_ARTIFACTS_TITLE,117343438825840640,Artefactos
UI_CODEX_CHAINSAWING_TITLE,97078979487264768,Usar la motosierra
UI_CODEX_CLOSE_BTN,98649606463614976,Cerrado
UI_CODEX_CURRENCY_TITLE,97079007689764864,Moneda
UI_CODEX_EFFECTS,97578193359138816,Efectos
UI_CODEX_FAQ_TITLE,97079108843794432,Preguntas frecuentes (Tutoriales)
UI_CODEX_FISHING_TITLE,97078902005886976,Pesca
UI_CODEX_HEADS_TITLE,97078659881299968,Cabezas
UI_CODEX_ITEMS_TITLE,97078839842107392,Objetos
UI_CODEX_LEGS_TITLE,97078776701054976,Piernas
UI_CODEX_MINING_TITLE,97078943839875072,Minería
UI_CODEX_MISCELLANEOUS_TITLE,97079047565012992,Misceláneo
UI_CODEX_TORSOS_TITLE,97078734208561152,Torsos
UI_FLAIR_EQUIP,114460600094941184,Equipar estilo
UI_FLAIRTERMINAL_MAXRANK,124021102433263616,Rango máximo
UI_FLAIRTERMINAL_NEXT_RANK,125050191940149248,Siguiente rango
UI_FLAIRTERMINAL_TITLE,124008353355522048,Estilo:
UI_FLAIRTERMINAL_UNLOCK,124021058997051392,Comprar aleatorio
UI_FLAIRTERMINAL_UPGRADE,126464563497394176,Mejorar
UI_HEALTHBAR_DEAD,118818718572601344,Muerto
UI_HEALTHBAR_DEFEATED,118818721361813504,Derrotado
UI_HEALTHBAR_DESTROYED,118818725145075712,Destruido
UI_HEALTHBAR_SLOWED,118818723131809792,Ralentizado
UI_INSPECT_ABILITYDMG_STAT,114482030208544768,Daño de habilidad
UI_INSPECT_ANCIENT_TECH_CATEGORY,114512142534635520,Tecnología antigua
UI_INSPECT_ANCIENT_TECH_REQUIREMENTS,114514052285132800,Requiere licencia para usar la motosierra
UI_INSPECT_FISH_CATEGORY,114512145520979968,Pez
UI_INSPECT_FISH_REQUIREMENTS,114514054252261376,Requiere licencia para pescar
UI_INSPECT_FLAIR_SUBTITLE,114482711002804224,Estilo
UI_INSPECT_HEALTH_STAT,119964566292459520,Salud
UI_INSPECT_INSPECT_TAB,114475370446516224,Inspeccionar
UI_INSPECT_ITEMS_SUBTITLE,114516146895384576,Objetos
UI_INSPECT_ITEMS_TAB,114475474943406080,Objetos
UI_INSPECT_LUCK_STAT,114481908443705344,Suerte
UI_INSPECT_MEAT_TAB,114475404315521024,Carne
UI_INSPECT_MEATDURABILITY_STAT,114482023036284928,Durabilidad de la carne
UI_INSPECT_MELEE_WEAPON,114492699859415040,Cuerpo a cuerpo
UI_INSPECT_MELEEDMG_STAT,114482025334763520,Daño cuerpo a cuerpo
UI_INSPECT_MINERALS_CATEGORY,114512139007225856,Minerales
UI_INSPECT_MINERALS_REQUIREMENTS,114514049730801664,Requiere licencia de minería
UI_INSPECT_MOVESPEED_STAT,114482017218785280,Velocidad de movimiento
UI_INSPECT_NO_FLAIR_MSG,119689766609285120,Estoy notando una clara falta de estilo
UI_INSPECT_NO_FLAIR_TITLE,119689764675710976,Vacío
UI_INSPECT_NO_MUTATION_SELECTED,114488744207118336,No se seleccionó ninguna mutación
UI_INSPECT_PRIMARY_WEAPON,114492653919203328,Primario
UI_INSPECT_RESOURCES_TAB,114475499987595264,Recursos
UI_INSPECT_SECONDARY_WEAPON,114492696814350336,Secundario
UI_INSPECT_STATS_SUBTITLE,114477124743524352,Estadísticas
UI_INSPECT_TOOL_CHAINSAW,114511098043887616,Motosierra
UI_INSPECT_TOOL_FISHINGROD,114511098949857280,Caña de pescar
UI_INSPECT_TOOL_PICKAXE,114511065781301248,Pico
UI_INSPECT_TOOLS_TAB,114510960764317696,Herramientas
UI_INSPECT_WEAPON_BONUS_HELP,120347674015625216,Bonificación de los rangos de arma y mejoras de nivel
UI_INSPECT_WEAPONS_TAB,114475433012948992,Armas
UI_INTERACTION_ARTIFACT_CHEST_NAME,114805101426630656,Carne misteriosa
UI_LABEL_COMING_SOON,107282489863561216,¡Próximamente!
UI_LEVELUP_TEXT,107284333193060352,¡Aumenta de nivel!
UI_LOADOUT_INVITE,107300099988643840,Invitar al juego
UI_LOADOUT_PLANET_DROP_ZONE,107215449786146816,Zona de aparición
UI_LOADOUT_SELECT_FLAIR,113831482676469760,Seleccionar estilo
UI_LOADOUT_SELECT_WEAPON,113831348626513920,Seleccionar arma
UI_LOADOUT_SOLAR_SYTEM_NO_SELECTION,107214113107599360,No se eligió ningún sistema solar
UI_LOADOUT_SOLAR_SYTEM_TITLE,107214111144665088,Sistema solar:
UI_MEATLOCKER_BOBBLES,118868896717463552,Adornos de antena
UI_MEATLOCKER_HEADS,118868894116995072,Cabezas
UI_MEATLOCKER_MELEE,118868898902695936,Cuerpo a cuerpo
UI_MESSAGE_BOX_ABANDON_RUN_MESSAGE,99213506199412736,"Estás a mitad de una partida. Al cambiar de sistema activo, abandonarás la partida actual. ¿Confirmas que deseas continuar?"
UI_MULTIPLAYER_PLAYER_LABEL_CONNECTED,118863542965231616,Conectado
UI_MULTIPLAYER_PLAYER_LABEL_DISCONNECTED,118839841028825088,Desconectado
UI_MULTIPLAYER_PLAYER_LABEL_RESERVED,118839838944256000,Reservado
UI_OPTS_VIDEO_AA,125319516908351488,MSAA
UI_OPTS_VIDEO_AA_MESSAGE,125319518418300928,"Suaviza las líneas y los bordes. Un valor más alto proporciona líneas mucho más suaves, pero perjudica el rendimiento.<br><br>Valores válidos: deshabilitado (0), 2x, 4x y 8x."
UI_OPTS_VIDEO_AA_TITLE,125319517587828736,Multisample anti-aliasing level (MSAA)
UI_OPTS_VIDEO_AF,125319437740863488,AF
UI_OPTS_VIDEO_AF_MESSAGE,125319441167609856,"Habilita/deshabilita el filtrado anisotrópico. Esta opción mejora la calidad visual de las texturas en superficies grandes de poca inclinación, como los pisos."
UI_OPTS_VIDEO_AF_TITLE,125319439431168000,Filtrado anisotrópico (AF)
UI_OPTS_VIDEO_LOD_BIAS,125319601973030912,Detalle Sesgado
UI_OPTS_VIDEO_LOD_BIAS_MESSAGE,125319668360474624,"Determina a qué distancias el juego cambiará a modelos con menor detalle. Cerca significa que el juego cambiará a modelos con menor detalle a distancias más cortas. Lejos mantendrá visibles los modelos con mayor detalle a mayor distancia.<br><br>Valores válidos: Cerca, Medio, Lejos"
UI_OPTS_VIDEO_LOD_BIAS_TITLE,125319602748977152,Nivel de Detalle Sesgado
UI_OPTS_VIDEO_MAX_FRAMERATE,125319872685993984,Fotograma objetivo
UI_OPTS_VIDEO_MAX_FRAMERATE_MESSAGE,125319874451795968,La velocidad de fotogramas objetivo a la que se renderizará. El juego se limitará a este máximo de fotogramas si Vsync está desactivado.
UI_OPTS_VIDEO_MAX_FRAMERATE_TITLE,125319873696821248,Fotograma objetivo
UI_OPTS_VIDEO_MIP_LEVEL,125319559472148480,Detalle de textura
UI_OPTS_VIDEO_MIP_LEVEL_MESSAGE,125319561854513152,"Influye en la resolución máxima de textura que se mostrará para los objetos cuando te acerques a ellos.<br><br>Valores válidos: Bajo, Medio, Alto"
UI_OPTS_VIDEO_MIP_LEVEL_TITLE,125319560499752960,Detalle de textura
UI_OPTS_VIDEO_PARTICLES,126920735510687744,Partículas FX
UI_OPTS_VIDEO_PARTICLES_MESSAGE,126920738727718912,"Establece el presupuesto para simular efectos de partículas. Valores válidos: Muy bajo, Bajo, Medio, Alto, Muy alto, Ultra"
UI_OPTS_VIDEO_PARTICLES_TITLE,126920737293266944,Calidad de partículas FX
UI_OPTS_VIDEO_REFLECTION_PROBES,126920473559625728,Sondas de Reflexión
UI_OPTS_VIDEO_REFLECTION_PROBES_MESSAGE,126920477464522752,Habilita/deshabilita la mayoría de los reflejos en objetos brillantes.
UI_OPTS_VIDEO_REFLECTION_PROBES_TITLE,126920475723886592,Sondas de Reflexión
UI_OPTS_VIDEO_RENDER_SCALE,125319683069898752,Escala de renderizado
UI_OPTS_VIDEO_RENDER_SCALE_MESSAGE,125319687503278080,La resolución fraccionaria para renderizar el juego. Renderizar a la mitad de la resolución con técnicas avanzadas de escalado como FSR puede mejorar el rendimiento en hardware más débil.
UI_OPTS_VIDEO_RENDER_SCALE_TITLE,125319685288685568,Escala de renderizado/resolución
UI_OPTS_VIDEO_SHADOW_DIST,125319774736412672,Distancia de la sombra
UI_OPTS_VIDEO_SHADOW_DIST_MESSAGE,125319779064934400,Distancia máxima (en metros) en la que se deben renderizar las sombras.
UI_OPTS_VIDEO_SHADOW_DIST_TITLE,125319776976171008,Distancia de la sombra
UI_OPTS_VIDEO_UPSCALE,125319726942318592,Modo de upscaling
UI_OPTS_VIDEO_UPSCALE_MESSAGE,125319730742358016,"El algoritmo de upscaling utilizado cuando se ejecuta en una escala de renderizado inferior a la completa.<br><br>Valores válidos: Automático, Lineal, Punto, FSR"
UI_OPTS_VIDEO_UPSCALE_TITLE,125319728750063616,Modo de upscaling
UI_OPTS_VIDEO_VSYNC,125319825374244864,Vsync
UI_OPTS_VIDEO_VSYNC_MESSAGE,125319828494807040,Habilita Vsync para bloquear la velocidad de cuadros del juego para que coincida con tu monitor.
UI_OPTS_VIDEO_VSYNC_TITLE,125319826980663296,Vsync
UI_PLAYERHEALTH_DEAD_TAG,99604842866995200,Muerto
UI_PLAYERHEALTH_EVAC_TAG,99604906628804608,Evacuación
UI_PLAYERHEALTH_READY_TAG,99604904921722880,Listo
UI_REQUIREMENT_SOLARSYSTEM_ANY_FMT,98651080823398400,Completa cualquier sistema en {difficulty}{ascension:cond:>0? A{}|}
UI_RESPAWN_DISABLED_ENRAGE,107174836495704064,[ No puedes reaparecer mientras los cazadores están enfurecidos ]
UI_REWARDS_TITLE,119244486947627008,Recompensas:
UI_SCIENCE_TERMINAL_FLAIR,106878078557347840,Estilo
UI_SCIENCE_TERMINAL_MUTATIONS,106880718389370880,Mutaciones
UI_SCIENCE_TERMINAL_OUT_OF_ORDER,106876639986573312,Fuera de servicio
UI_SCIENCE_TERMINAL_ULTIMATES,106877299511517184,Habilidades definitivas
UI_SHRINE,120241898113720320,Santuario
UI_TRADER_HEADER_INVENTORY,107210341685911552,Inventario
UI_TRADER_HEADER_STOCK,107210343497850880,Existencias
UI_UPGRADE_GRID_PRICE,107303458900533248,Precio:
UI_UPGRADEGRID_ACTIVATE,121792391482957824,Activar [InputAction:UI/Submit]
UI_XPBAR_MAX_LEVEL,107284882940485632,Nivel máximo
UI_XPBAR_TEAM_LEVEL,107284703369748480,Nivel de equipo
ANNOUNCE_VOLCANO_APPEASED,131660659371732992,El sacrificio de {PlayerName} apaciguó el volcán… por ahora.
UI_INPUT_BINDING,139486680678592512,{ActionTxt}
UI_REQUIREMENT_GATHER_FISH,136973330114666496,Usa la caña de pescar para atrapar {Count} peces
UI_INPUT_ACTIONBINDING,139496731506044928,{ActionTxt} {BindingTxt}
UI_MODE_SELECT_CONTINUE_RUN_LBL,140158990804774912,Continuar partida
UI_REQUIREMENT_GATHER_TECH,136973328260784128,Usa la motosierra para recolectar {Count} piezas de tecnología antigua
UI_REQUIREMENT_SELL_TO_MIKE,136944070914203648,Vende {Count} {Category} al comerciante Mike
UI_REQUIREMENT_GATHER_MINERALS,136944068905132032,Usa el pico para recolectar {Count:p:{} mineral|{} minerales}
UI_REQUIREMENT_COMPLETE_EVENT,136597483742552064,Completa {Event} {Count} veces.
UI_REQUIREMENT_KILL_ENEMIES_SHINY,136597477987966976,Elimina {Count} enemigos brillantes
UI_REQUIREMENT_KILL_ENEMIES,136597475844677632,Elimina {Count} enemigos
UI_REQUIREMENT_EQUIP_FLAIR,140282578621947904,Equipa {Count} {Count:p:pieza|piezas} de estilo
UI_REQUIREMENT_COLLECT_CURRENCY,140348598019678208,Recolecta {Count} muestras
UI_REQUIREMENT_EQUIP_ARTIFACT,140351594451427328,Recolecta {Count} artefactos de carne misteriosa
END_STAGE_STAT_PERCENT_FMT,142124716963913728,{Value} %
END_STAGE_STAT_INTEGER_FMT,142124898896044032,{Value:N0}
UI_REWARD_ARTIFACT,142336906761330688,+ Desbloquea artefacto: {name}
UI_REWARD_FLAIR,142336905540788224,+ {count}x Estilo {name}
UI_REWARD_ITEM,142336904211193856,+ Desbloquea objeto: {name}
UI_REWARD_MUTATION,142336902256648192,+ Desbloquea mutación: {name}
UI_ATTRIBUTE_FORMAT_ADD,145644464880214016,{value:+#.##;-#.##;+0} {name}
UI_ATTRIBUTE_FORMAT_MODIFY,145644467124166656,{value:+#.##;-#.##;+0}% {name}
UI_ATTRIBUTE_FORMAT_MULTIPLY,145644469351342080,{value:0.##}x {name}
END_STAGE_BANKED_TIME,141631395652952064,Tiempo acumulado
END_STAGE_COLLECTED,139159828419305472,Recolectado
END_STAGE_CONTINUE,140249455477645312,Continuar
END_STAGE_CURRENCY_FMT,140231091493527552,<color=#{ColorStr}>{Have}/{Total}</color>
END_STAGE_EMPLOYEE_PAYCHECK,139153944297332736,Cheque de empleado
END_STAGE_FAILURE,140219057079050240,¡Fallaste!
END_STAGE_HEADER_DETAILS,142119018918043648,Detalles
END_STAGE_HEADER_OVERVIEW,141982115854016512,Resumen
END_STAGE_PLANET_CONSUMPTION,139154114636406784,Consumo del planeta
END_STAGE_RANGUS_EFFORT_HEADER,139484643088916480,Total de puntos de esfuerzo de Rangus obtenidos
END_STAGE_RANGUS_MEAT_CORP,139165149061701632,Rangus Meat S.A.
END_STAGE_ROX_1,139165587479715840,ROX-1
END_STAGE_RUN_FAILED,142733138839199744,¡Partida perdida!
END_STAGE_RUN_FAILED_HARVESTER,142745765409710080,Cosechadora destruida
END_STAGE_STAT_ACCURACY,142123586842255360,Precisión
END_STAGE_STAT_DAMAGE_RECV,142123785182502912,Daño recibido
END_STAGE_STAT_DEATHS,142123911540105216,Muertes
END_STAGE_STAT_HEALING_RECV,142123835145052160,Curación recibida
END_STAGE_STAT_RESOURCES,142123729591197696,Recursos recolectados
END_STAGE_STAT_WEAKPOINT,142123643654103040,Impactos en puntos débiles
END_STAGE_SUCCESS,140216425350422528,¡Éxito!
END_STAGE_TAB_DATA,141691025213087744,Datos
END_STAGE_TAB_STATS,141691065801367552,Estadísticas
END_STAGE_TIME_FMT,141631639568506880,<color=#80FF00>{SecondsRemaining:secondstotime()}</color>
END_STAGE_WAITING,142327585608556544,Esperando al anfitrión…
IA_AddQuantity,139445879147786264,Agregar cantidad
IA_Adjust,139445879147786267,Ajustar
IA_ArtifactAbility,139445879143591945,Usar artefacto
IA_BugShot,139445879147786245,BugShot
IA_CameraMovement,139445879143591937,Movimiento de cámara
IA_CameraRotation,139445879147786265,Rotación de cámara
IA_Cancel,139445879147786248,Cancelar
IA_CharacterMovement,139445879047122944,Movimiento del personaje
IA_Click,139445879147786250,Clic
IA_ElevationMovement,139445879147786270,Movimiento de elevación
IA_ExitScreen,139445879147786274,Salir de la pantalla
IA_FollowNextPlayer,139445879147786271,Seguir al siguiente jugador
IA_HeadAbility,139445879143591941,Habilidad de la cabeza
IA_Interact,139445879147786257,Interactuar
IA_ItemRewardInit,139445879143591943,Iniciar selección de recompensa
IA_ItemRewardSelect1,139445879147786275,Seleccionar recompensa 1
IA_ItemRewardSelect2,139445879147786276,Seleccionar recompensa 2
IA_ItemRewardSelect3,139445879147786277,Seleccionar recompensa 3
IA_ItemRewardSelect4,139445879147786278,Seleccionar recompensa 4
IA_ItemRewardSelect5,139445879147786279,Seleccionar recompensa 5
IA_ItemRewardSelect6,139445879147786280,Seleccionar recompensa 6
IA_Jump,139445879143591936,Saltar
IA_LegsAbility,139445879143591942,Habilidad de las piernas
IA_MarkTarget,139445879143591944,Marcar objetivo
IA_MaxQuantity,139445879147786262,Cantidad máxima
IA_MeleeFire,139445879143591939,Cuerpo a cuerpo
IA_MiddleClick,139445879147786252,Clic central
IA_MinQuantity,139445879147786261,Cantidad mínima
IA_Modify,139445879147786268,Modificar
IA_Navigate,139445879147786246,Navegar
IA_NextSubTab,139445879147786260,Siguiente subpestaña
IA_NextTab,139445879147786256,Siguiente pestaña
IA_Point,139445879147786249,Punto
IA_PreviousSubTab,139445879147786259,Subpestaña anterior
IA_PreviousTab,139445879147786255,Pestaña anterior
IA_PrimaryAimAssist,139445879143591946,Asistencia de puntería
IA_ProfilerMode,139445879147786242,Modo de análisis
IA_ProfilerToggle,139445879147786241,Activar/desactivar análisis
IA_PushToTalk,139445879147786244,Pulsar para hablar
IA_RangedFire,139445879143591938,Disparar
IA_Revert,139445879147786254,Revertir
IA_RightClick,139445879147786253,Clic derecho
IA_ScrollWheel,139445879147786251,Rueda de desplazamiento
IA_ShowHelp,139445879147786272,Mostrar ayuda
IA_SkipCinematic,139445879147786281,Omitir cinemática
IA_StopFollow,139445879147786273,Dejar de seguir
IA_SubActionThingOnController,139445879147786258,Acción secundaria
IA_Submit,139445879147786247,Enviar
IA_SubtractQuantity,139445879147786263,Restar cantidad
IA_Toggle Console,139445879147786240,Activar/desactivar consola
IA_ToggleInspectionOverlay,139445879147786283,Activar/desactivar superposición de inspección
IA_ToggleMeatControls,139445879147786282,Activar/desactivar controles de carne
IA_ToggleOptionsMenu,139445879147786243,Activar/desactivar menú de opciones
IA_ToggleZoom,139445879147786269,Activar/desactivar zoom
IA_TorsoAbility,139445879143591940,Habilidad del torso
IA_WarpSpeed,139445879147786266,Velocidad de desplazamiento
IA_WeaponSelectPrimary,139445879143591948,Seleccionar arma (principal)
IA_WeaponSelectSecondary,139445879143591949,Seleccionar arma (secundaria)
IA_WeaponSwitch,139445879143591947,Cambiar arma
IB_down,139484177383747585,Abajo
IB_left,139484177383747586,Izquierda
IB_right,139484177383747587,Derecha
IB_up,139484177383747584,Arriba
LE_AnisotropicFiltering_Disable,139512957397561344,Desactivar
LE_AnisotropicFiltering_Enable,139512957397561345,Activar
LE_AnisotropicFiltering_ForceEnable,139512957397561346,Forzar activación
LE_EFrameLimit_OneTwenty,139459172264505370,120 Hz
LE_EFrameLimit_Sixty,139459172264505369,60 Hz
LE_EFrameLimit_Thirty,139459172264505368,30 Hz
LE_ELODBias_Close,139459172264505348,Cerca
LE_ELODBias_Far,139459172264505350,Lejos
LE_ELODBias_Medium,139459172264505349,Medio
LE_EMSAALevel_MSAA2,139459172264505345,MSAAx2
